model,year,price,mileage,tax,mpg,engineSize,model_encoded,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fuelType_Diesel,fuelType_Electric,fuelType_Hybrid,fuelType_Other,fuelType_Petrol
 Focus,2017,10699,22625,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Kuga,2016,14499,32000,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Focus,2017,10399,38697,145.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Focus,2017,9699,47843,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Mondeo,2015,9500,45506,20.0,68.9,2.0,14,0,1,0,1,0,0,0,0
 EcoSport,2018,14499,23387,145.0,54.3,1.0,2,0,1,0,0,0,0,0,1
 Focus,2018,13500,16612,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 Focus,2018,12500,18101,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 Focus,2018,12500,25264,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 Ka+,2017,5750,81942,150.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 EcoSport,2015,8000,37617,125.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 EcoSport,2017,10995,8800,165.0,44.8,1.5,2,0,0,1,0,0,0,0,1
 Kuga,2017,14995,8800,240.0,38.2,1.5,13,1,0,0,0,0,0,0,1
 Fiesta,2017,8495,15000,150.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Kuga,2018,16499,13900,145.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Focus,2019,15999,14296,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,9499,12000,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2017,8699,21149,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Kuga,2015,10499,45594,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Focus,2018,11899,9673,145.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Focus,2014,8999,31335,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 Focus,2016,14499,41148,200.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,12399,24016,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,11899,47178,30.0,64.2,1.5,9,0,1,0,1,0,0,0,0
 Fiesta,2017,10500,12440,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2017,14199,29375,145.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 EcoSport,2018,14799,23109,145.0,51.4,1.0,2,0,1,0,0,0,0,0,1
 EcoSport,2019,14499,2222,145.0,54.3,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2017,10299,10709,145.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 Fiesta,2017,9799,9857,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2017,9299,41844,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Kuga,2015,15399,21533,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2018,9500,31119,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2018,17000,30646,145.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2018,12299,7956,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,11500,3938,145.0,55.4,1.1,5,0,1,0,0,0,0,0,1
 Focus,2017,10999,16251,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 EcoSport,2018,12899,7562,145.0,54.3,1.0,2,0,1,0,0,0,0,0,1
 Ka+,2018,8599,8755,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Kuga,2019,18199,300,145.0,38.2,2.0,13,0,1,0,1,0,0,0,0
 EcoSport,2019,15799,7791,145.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 Kuga,2019,18999,6888,145.0,38.2,2.0,13,0,1,0,1,0,0,0,0
 Ka+,2018,8199,21000,145.0,47.9,1.2,12,0,1,0,0,0,0,0,1
 Kuga,2019,18399,12403,145.0,35.3,1.5,13,0,1,0,0,0,0,0,1
 Fiesta,2017,10499,12190,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,15999,11893,145.0,54.3,1.0,5,0,0,1,0,0,0,0,1
 Fiesta,2015,8199,18110,145.0,47.9,1.6,5,0,0,1,0,0,0,0,1
 Fiesta,2018,16199,13041,145.0,40.3,1.5,5,0,1,0,0,0,0,0,1
 Kuga,2019,20999,4185,145.0,35.3,1.5,13,0,1,0,0,0,0,0,1
 Kuga,2018,16499,10589,145.0,54.3,1.5,13,0,1,0,1,0,0,0,0
 Ka+,2017,8099,9630,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Fiesta,2017,8499,18227,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2019,21999,10566,145.0,29.4,1.5,13,1,0,0,0,0,0,0,1
 Fiesta,2016,8699,18841,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2015,10699,21462,125.0,51.4,1.5,6,0,1,0,0,0,0,0,1
 Fiesta,2016,8995,33840,20.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2018,17495,20898,150.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Edge,2017,20495,19175,150.0,48.7,2.0,3,0,1,0,1,0,0,0,0
 B-MAX,2017,10995,15543,150.0,57.7,1.0,0,0,1,0,0,0,0,0,1
 Focus,2018,11995,12662,150.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2018,12495,20144,150.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2019,11495,3296,150.0,55.4,1.1,5,0,1,0,0,0,0,0,1
 Kuga,2018,15495,16055,150.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2017,7495,31020,150.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2017,10995,12792,150.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2015,11108,41943,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2016,7250,26133,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2016,8820,25590,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 B-MAX,2017,8400,22682,0.0,74.4,1.5,0,0,1,0,1,0,0,0,0
 C-MAX,2015,8000,58979,125.0,58.9,2.0,1,0,0,1,1,0,0,0,0
 B-MAX,2014,6500,65516,20.0,70.6,1.6,0,0,1,0,1,0,0,0,0
 Fiesta,2017,10490,20458,20.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 C-MAX,2017,10890,19687,20.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 Fiesta,2015,7610,43394,20.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2016,10505,23839,160.0,44.8,1.5,2,0,0,1,0,0,0,0,1
 Focus,2017,11500,14482,125.0,51.4,1.0,6,0,0,1,0,0,0,0,1
 B-MAX,2014,5295,71000,165.0,44.1,1.6,0,0,0,1,0,0,0,0,1
 Focus,2017,17495,27669,205.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Fiesta,2018,12495,15500,150.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2018,16500,6247,145.0,44.1,1.0,2,0,0,1,0,0,0,0,1
 C-MAX,2013,7300,22593,30.0,55.4,1.0,1,0,1,0,0,0,0,0,1
 Kuga,2019,20700,2998,145.0,47.9,2.0,13,0,0,1,1,0,0,0,0
 Ka+,2019,13000,662,145.0,43.5,1.2,12,0,1,0,0,0,0,0,1
 Ka+,2019,13350,423,145.0,43.5,1.2,12,0,1,0,0,0,0,0,1
 Fiesta,2018,14999,7030,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,12999,12362,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2017,12699,36710,145.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Kuga,2018,18999,8100,145.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2019,19799,3721,145.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 C-MAX,2017,11799,15376,20.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 Focus,2018,11999,20186,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2018,13699,13000,145.0,55.4,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,9499,33876,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,12899,10591,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2019,19699,9968,145.0,38.2,2.0,13,0,1,0,1,0,0,0,0
 Puma,2019,23699,1218,145.0,50.4,1.0,16,0,1,0,0,0,0,0,1
 Focus,2019,18299,4287,145.0,62.8,1.5,6,0,1,0,1,0,0,0,0
 Ka+,2019,11599,5376,145.0,43.5,1.2,12,0,1,0,0,0,0,0,1
 Ka+,2019,11299,4884,145.0,43.5,1.2,12,0,1,0,0,0,0,0,1
 EcoSport,2020,16999,836,145.0,51.4,1.0,2,0,1,0,0,0,0,0,1
 Focus,2020,20999,1501,145.0,80.7,1.5,6,0,1,0,1,0,0,0,0
 EcoSport,2018,13999,11625,145.0,54.3,1.0,2,0,1,0,0,0,0,0,1
 Kuga,2018,14500,28991,145.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Ka+,2017,7999,19707,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 EcoSport,2019,16399,3419,145.0,52.3,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2019,12499,17115,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,9999,35259,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2018,16199,24492,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2018,18999,22989,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2015,13299,21662,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2018,9699,32421,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,14399,6051,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,9999,28488,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2018,18999,15761,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Focus,2019,17999,14989,145.0,67.3,1.5,6,1,0,0,1,0,0,0,0
 Fiesta,2019,15499,6339,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Ka+,2019,11799,2032,145.0,43.5,1.2,12,0,1,0,0,0,0,0,1
 Kuga,2018,16499,31316,145.0,54.3,2.0,13,0,0,1,1,0,0,0,0
 C-MAX,2016,10299,9320,20.0,64.2,1.5,1,0,0,1,1,0,0,0,0
 Edge,2017,21999,15600,160.0,48.7,2.0,3,0,0,1,1,0,0,0,0
 S-MAX,2017,18799,23278,125.0,51.4,2.0,18,0,1,0,1,0,0,0,0
 C-MAX,2017,9799,15280,20.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 Fiesta,2019,15499,3370,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,11500,8937,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 C-MAX,2016,10199,9320,20.0,64.2,1.5,1,0,0,1,1,0,0,0,0
 Fiesta,2014,5995,55000,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,10799,32194,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Kuga,2019,20999,12598,145.0,31.0,1.5,13,1,0,0,0,0,0,0,1
 Focus,2018,19999,9560,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 EcoSport,2017,9999,16785,30.0,64.2,1.5,2,0,1,0,1,0,0,0,0
 Focus,2015,6999,65419,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Mondeo,2016,9499,61223,0.0,78.5,1.5,14,0,1,0,1,0,0,0,0
 Edge,2019,32499,6852,145.0,37.2,2.0,3,0,0,1,1,0,0,0,0
 EcoSport,2020,16999,1812,145.0,52.3,1.0,2,0,1,0,0,0,0,0,1
 EcoSport,2020,16999,775,145.0,51.4,1.0,2,0,1,0,0,0,0,0,1
 Kuga,2019,18399,7758,145.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2019,16499,9751,145.0,55.4,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,8799,52946,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2018,10999,20498,145.0,56.5,1.0,5,0,1,0,0,0,0,0,1
 Focus,2018,18999,11258,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Fiesta,2016,10399,6782,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,13799,13000,145.0,55.4,1.0,5,0,1,0,0,0,0,0,1
 C-MAX,2017,12299,12035,30.0,55.4,1.0,1,0,1,0,0,0,0,0,1
 Fiesta,2019,15500,4918,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,14500,11498,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Galaxy,2018,19199,25700,145.0,52.3,2.0,8,0,0,1,1,0,0,0,0
 S-MAX,2017,18399,32331,145.0,56.5,2.0,18,0,1,0,1,0,0,0,0
 Focus,2019,18999,9121,145.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,16299,13592,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Kuga,2019,17499,11692,145.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Focus,2019,17999,4451,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Ka+,2018,7799,16658,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Fiesta,2018,10199,34981,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,13499,9855,145.0,56.5,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,10899,14763,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,11599,23436,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Mondeo,2018,14999,25199,145.0,48.7,1.5,14,0,1,0,0,0,0,0,1
 S-MAX,2017,18999,24434,145.0,56.5,2.0,18,0,1,0,1,0,0,0,0
 Mondeo,2020,22999,6897,145.0,58.9,2.0,14,0,0,1,1,0,0,0,0
 Focus,2017,18399,21000,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,10199,14251,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2017,17799,18370,145.0,38.2,1.5,13,1,0,0,0,0,0,0,1
 Kuga,2019,19599,4297,145.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2017,14999,20668,145.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 B-MAX,2017,10699,11051,145.0,44.1,1.6,0,0,0,1,0,0,0,0,1
 Fiesta,2016,8999,32332,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Grand C-MAX,2019,12899,18065,145.0,47.9,1.0,9,0,1,0,0,0,0,0,1
 C-MAX,2018,11999,15800,145.0,58.9,1.5,1,0,1,0,1,0,0,0,0
 Fiesta,2019,16399,8227,145.0,48.7,1.0,5,0,0,1,0,0,0,0,1
 Focus,2017,11199,22625,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2018,13500,14769,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 C-MAX,2017,9920,23357,145.0,55.4,1.0,1,0,1,0,0,0,0,0,1
 Focus,2015,8250,39557,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 KA,2013,3999,60000,30.0,57.7,1.2,11,0,1,0,0,0,0,0,1
 Fiesta,2017,11180,7456,145.0,54.3,1.0,5,0,0,1,0,0,0,0,1
 Focus,2019,15199,12892,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2018,9899,9310,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,10499,12289,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,10799,34312,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,10599,7363,145.0,55.4,1.1,5,0,1,0,0,0,0,0,1
 Kuga,2019,19499,11359,145.0,38.2,2.0,13,0,1,0,1,0,0,0,0
 Puma,2019,23999,871,145.0,50.4,1.0,16,0,1,0,0,0,0,0,1
 Focus,2018,12399,29099,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2019,17499,8588,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 EcoSport,2018,12899,14877,145.0,68.9,1.5,2,0,1,0,1,0,0,0,0
 Fiesta,2018,11799,15119,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Focus,2018,13899,14563,145.0,80.7,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2019,12999,15263,145.0,55.4,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2017,16999,11980,145.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2017,16799,25503,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Puma,2019,19990,3068,145.0,50.4,1.0,16,0,1,0,0,0,0,0,1
 EcoSport,2017,10900,8748,145.0,52.3,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2018,11200,16323,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,13200,16466,145.0,54.3,1.0,5,1,0,0,0,0,0,0,1
 Grand C-MAX,2017,10600,31125,145.0,64.2,1.5,9,0,1,0,1,0,0,0,0
 EcoSport,2019,16600,4874,145.0,51.4,1.0,2,0,1,0,0,0,0,0,1
 Focus,2018,13790,17643,145.0,51.4,1.0,6,1,0,0,0,0,0,0,1
 Kuga,2017,16699,14448,145.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2019,16299,7569,145.0,48.7,1.0,5,0,0,1,0,0,0,0,1
 Kuga,2019,20000,4144,145.0,35.3,1.5,13,0,1,0,0,0,0,0,1
 Kuga,2018,15799,13500,145.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Focus,2017,14499,12572,145.0,46.3,1.5,6,1,0,0,0,0,0,0,1
 Focus,2017,12799,13768,145.0,51.4,1.0,6,0,0,1,0,0,0,0,1
 Focus,2019,18899,5687,145.0,51.4,1.5,6,0,1,0,0,0,0,0,1
 S-MAX,2016,16499,33071,125.0,43.5,2.0,18,0,1,0,1,0,0,0,0
 Fiesta,2017,10299,21152,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,9499,15567,145.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 Fiesta,2017,9399,18401,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,13399,7990,145.0,56.5,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2018,12699,7924,145.0,54.3,1.0,2,0,1,0,0,0,0,0,1
 EcoSport,2017,10999,11963,160.0,44.8,1.5,2,0,0,1,0,0,0,0,1
 Focus,2014,12399,30388,235.0,39.2,2.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,11499,12485,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,9299,14226,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,13299,8207,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,12699,10735,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,17499,3169,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Kuga,2017,18499,23041,145.0,54.3,2.0,13,0,0,1,1,0,0,0,0
 Focus,2019,18900,1318,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2019,14300,14711,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,17890,26181,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Fiesta,2016,9490,23698,20.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Focus,2020,20490,6041,145.0,67.3,1.5,6,1,0,0,1,0,0,0,0
 Fiesta,2019,12990,3497,145.0,55.4,1.1,5,0,1,0,0,0,0,0,1
 Fiesta,2018,12340,4103,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2020,17990,2425,145.0,40.9,1.0,5,0,0,1,0,0,0,0,1
 Fiesta,2020,19990,2629,145.0,55.4,1.0,5,0,1,0,0,0,0,0,1
 Focus,2020,20990,1853,145.0,49.6,1.0,6,0,1,0,0,0,0,0,1
 Focus,2020,22490,3492,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2019,13800,10521,145.0,55.4,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,15290,7512,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,8700,28438,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,8990,26262,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2018,15390,2240,145.0,48.7,1.0,2,1,0,0,0,0,0,0,1
 EcoSport,2016,9990,21743,125.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 Focus,2018,13490,17299,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2018,13290,20275,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2019,15190,1678,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2014,9990,61590,160.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2014,7721,66941,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Fiesta,2013,5830,32179,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2013,7820,17066,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2013,5990,45055,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2019,16990,10194,150.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,10790,17764,150.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2017,9290,38454,125.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2016,10700,7117,0.0,57.7,1.0,5,1,0,0,0,0,0,0,1
 S-MAX,2019,24190,13301,145.0,54.3,2.0,18,0,1,0,1,0,0,0,0
 Fiesta,2018,11994,33651,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2014,7490,53998,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 Fiesta,2019,12290,1720,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,10490,11203,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,8700,7657,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,8950,36246,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,11810,6013,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,10095,19469,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Galaxy,2016,19290,17136,145.0,52.3,2.0,8,0,0,1,1,0,0,0,0
 Fiesta,2015,9495,42746,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Focus,2019,14695,13257,145.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2018,11990,8146,150.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2014,7190,40885,0.0,76.4,1.5,5,0,1,0,1,0,0,0,0
 Kuga,2019,21495,6128,145.0,31.0,1.5,13,1,0,0,0,0,0,0,1
 Fiesta,2017,8495,23300,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2013,9495,30000,150.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Fiesta,2013,6000,35000,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Kuga,2019,18599,8116,145.0,54.3,1.5,13,0,1,0,1,0,0,0,0
 Focus,2019,20199,7782,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2019,13199,1659,145.0,48.7,1.1,5,0,1,0,0,0,0,0,1
 C-MAX,2016,9699,9536,160.0,44.1,1.6,1,0,1,0,0,0,0,0,1
 Focus,2018,16499,6324,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2019,14000,15952,145.0,80.7,1.5,6,0,1,0,1,0,0,0,0
 Focus,2019,17699,3205,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2019,15499,6739,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,10699,25139,145.0,56.5,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,16299,2452,145.0,40.3,1.5,5,0,1,0,0,0,0,0,1
 Focus,2018,18890,15450,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Focus,2017,15440,19877,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Focus,2017,19290,12989,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Kuga,2016,16690,34569,145.0,52.3,2.0,13,0,0,1,1,0,0,0,0
 Fiesta,2019,13500,9565,145.0,55.4,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,19990,17049,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Kuga,2018,14500,14110,145.0,54.3,1.5,13,0,1,0,1,0,0,0,0
 Kuga,2017,19995,22667,145.0,54.3,2.0,13,0,0,1,1,0,0,0,0
 Fiesta,2018,11490,23884,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,15990,10865,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2016,8990,36293,20.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Mondeo,2017,15390,18290,145.0,44.8,1.5,14,1,0,0,0,0,0,0,1
 Fiesta,2017,10990,10427,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,13800,11425,145.0,55.4,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,13499,5238,145.0,61.4,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,12999,16943,125.0,51.4,1.0,6,0,0,1,0,0,0,0,1
 B-MAX,2017,10399,10606,145.0,44.1,1.6,0,0,0,1,0,0,0,0,1
 Fiesta,2019,11999,17115,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Galaxy,2016,16299,35029,125.0,56.5,2.0,8,0,1,0,1,0,0,0,0
 Mondeo,2017,12500,45346,145.0,58.9,2.0,14,1,0,0,1,0,0,0,0
 S-MAX,2016,19000,35665,145.0,54.3,2.0,18,0,0,1,1,0,0,0,0
 Kuga,2018,17895,18180,150.0,38.2,1.5,13,1,0,0,0,0,0,0,1
 Mondeo,2017,14990,16098,145.0,64.2,2.0,14,0,1,0,1,0,0,0,0
 Kuga,2017,15490,34442,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Galaxy,2019,24399,16764,145.0,55.4,2.0,8,0,1,0,1,0,0,0,0
 Fiesta,2018,10590,7100,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,19000,2256,145.0,74.3,1.5,6,1,0,0,1,0,0,0,0
 Fiesta,2019,15299,6283,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Focus,2015,8595,31000,160.0,44.8,1.6,6,0,0,1,0,0,0,0,1
 Fiesta,2018,11499,35113,145.0,54.3,1.0,5,0,0,1,0,0,0,0,1
 Kuga,2018,16499,5964,145.0,47.9,2.0,13,0,1,0,1,0,0,0,0
